Year,Background,Index,Period_1_commu,Period_2_commu,Period_3_commu,Period_1_commu_internal,Period_2_commu_internal,Period_3_commu_internal
2014.0,psychology,10349,,49.0,16.0,,,
2013.0,physics,10627,,,77.0,,,55.0
2015.0,psychology,8970,,,,,,
2013.0,computer science,10631,,,14.0,,,1.0
2013.0,sociology,10704,,26.0,10.0,,,1.0
2015.0,environmental studies,9706,,,6.0,,,3.0
2014.0,psychology,10296,,,5.0,,,
2016.0,neuroimaging,8451,,,,,,
2013.0,psychology,10664,,,17.0,,,
2015.0,computer science,9222,,,59.0,,,
2014.0,computer science,10100,,,85.0,,,
2013.0,computer science,10645,,,131.0,,,
2013.0,gastroenterology & hepatology,10806,,1.0,8.0,,2.0,2.0
2012.0,clinical neurology,11204,,1.0,8.0,,2.0,2.0
2013.0,cardiac & cardiovascular systems,10964,,1.0,8.0,,2.0,2.0
2014.0,education,10456,,1.0,8.0,,,2.0
2012.0,education,11212,,,9.0,,,
2015.0,psychology,9056,,,5.0,,,
2014.0,psychology,9835,,,5.0,,,
2016.0,psychology,7699,,,5.0,,,
2015.0,multidisciplinary sciences,8870,,,10.0,,,1.0
2013.0,computer science,10769,,,41.0,,,
2013.0,computer science,10563,,,,,,
2014.0,emergency medicine,10198,,22.0,9.0,,1.0,2.0
2014.0,communication,10321,,25.0,1.0,,,2.0
2014.0,cultural studies,9899,,,18.0,,,
2014.0,computer science,10405,,,2.0,,,1.0
2014.0,information science & library science,9906,,,57.0,,,6.0
2015.0,communication,9699,,,5.0,,,64.0
2015.0,communication,9349,,,15.0,,,1.0
2014.0,cultural studies,10010,,,65.0,,,
2013.0,education & educational research,10552,,,,,,
2010.0,education & educational research,11790,,2.0,102.0,,,
2009.0,cultural studies,11847,,,,,,
2015.0,political science,9299,,,2.0,,,1.0
2016.0,substance abuse,8044,,,30.0,,,
2015.0,computer science,9528,,,9.0,,,4.0
2014.0,multidisciplinary sciences,10221,,,34.0,,,3.0
2015.0,communication,9516,,,112.0,,,
2012.0,computer science,11130,,,90.0,,,1.0
2015.0,multidisciplinary sciences,9429,,,10.0,,,1.0
2016.0,political science,7204,,,2.0,,,
2011.0,computer science,11575,,,7.0,,,
2007.0,computer science,11934,,,,,,
2015.0,industrial relations & labor,8648,,,5.0,,,
2016.0,business,8416,,,5.0,,,
2012.0,computer science,11242,,40.0,31.0,,,
2015.0,health care sciences & services,9352,,,61.0,,,2.0
2014.0,substance abuse,9879,,,30.0,,,
2015.0,computer science,9258,,,17.0,,,2.0
2015.0,computer science,9545,,,17.0,,,2.0
2015.0,computer science,9400,,,17.0,,,2.0
2014.0,medical informatics,10317,,,17.0,,,2.0
2013.0,obstetrics & gynecology,10687,,,40.0,,,
2013.0,communication,10975,,3.0,2.0,,,1.0
2014.0,computer science,10353,,,72.0,,,4.0
2014.0,"public, environmental & occupational health",10506,,,8.0,,,2.0
2014.0,respiratory system,10208,,,8.0,,,2.0
2015.0,computer science,8965,,,7.0,,,1.0
2014.0,computer science,10077,,,7.0,,,
2012.0,communication,11191,,3.0,20.0,,,1.0
2015.0,computer science,9450,,,81.0,,,
2014.0,computer science,9983,,,52.0,,,
2013.0,computer science,10994,,,110.0,,,
2010.0,computer science,11758,,,,,,
2013.0,engineering,10716,,,41.0,,,7.0
2011.0,humanities,11435,,,18.0,,,
2014.0,computer science,10003,,,41.0,,,7.0
2013.0,communication,10534,,,,,,
2013.0,psychology,10597,,,16.0,,,
2014.0,linguistics,9880,,,18.0,,,1.0
2015.0,communication,8945,,,33.0,,,1.0
2015.0,"public, environmental & occupational health",9134,,,1.0,,,
2015.0,psychology,9413,,,16.0,,,
2015.0,cell & tissue engineering,9023,,,135.0,,,
2014.0,education,10160,,,103.0,,,
2014.0,sport sciences,10465,,4.0,8.0,,,2.0
2012.0,psychology,11145,,,,,,
2012.0,psychology,11155,,,,,,
2015.0,urology & nephrology,9102,,,9.0,,,2.0
2014.0,communication,10490,,5.0,100.0,,,
2014.0,computer science,10363,,,137.0,,,
2015.0,communication,9341,,,34.0,,,3.0
2015.0,computer science,9729,,,10.0,,,1.0
2014.0,health care sciences & services,10279,,,,,,
2014.0,multidisciplinary sciences,10318,,,1.0,,,
2011.0,mathematics,11547,,,,,,
2014.0,communication,9963,,,15.0,,,1.0
2011.0,education,11616,,12.0,40.0,,,
2015.0,multidisciplinary sciences,8979,,,6.0,,,3.0
2012.0,business,11105,,6.0,11.0,,,1.0
2015.0,economics,9367,,,4.0,,,
2016.0,computer science,8097,,,7.0,,,1.0
2016.0,computer science,8448,,,7.0,,,1.0
2015.0,communication,9245,,,2.0,,,
2014.0,communication,10254,,,2.0,,,1.0
2013.0,computer science,10530,,,45.0,,,
2012.0,computer science,11389,,10.0,16.0,,,
2014.0,computer science,9965,,,,,,
2015.0,communication,9217,,,10.0,,,1.0
2015.0,communication,9488,,,23.0,,,
2015.0,communication,9218,,,10.0,,,1.0
2015.0,computer science,9198,,,9.0,,,4.0
2015.0,communication,9306,,,18.0,,,1.0
2012.0,computer science,11277,,,149.0,,,
2014.0,computer science,10356,,,,,,
2012.0,communication,11143,,2.0,93.0,,,1.0
2014.0,gastroenterology & hepatology,10274,,,8.0,,,
2013.0,critical care medicine,10721,,1.0,8.0,,2.0,2.0
2013.0,medicine,10995,,,9.0,,,2.0
2016.0,humanities,7734,,,36.0,,,
2014.0,computer science,10011,,,36.0,,,
2014.0,"public, environmental & occupational health",9852,,,1.0,,,2.0
2018.0,management,3826,,,229.0,,,
2012.0,computer science,11326,,,38.0,,,1.0
2014.0,computer science,10136,,,32.0,,,
2015.0,computer science,9502,,,86.0,,,26.0
2016.0,automation & control systems,8494,,,41.0,,,7.0
2015.0,computer science,9289,,,32.0,,,3.0
2013.0,business,10655,,,183.0,,,
2015.0,geography,9421,,,6.0,,,3.0
2014.0,communication,9914,,,3.0,,,
2014.0,psychology,9810,,,5.0,,,
2015.0,geography,9018,,,4.0,,,3.0
2011.0,sociology,11551,,30.0,5.0,,,
2013.0,health care sciences & services,10837,,13.0,1.0,,,2.0
2015.0,multidisciplinary sciences,9415,,,6.0,,,3.0
2014.0,geography,10051,,,6.0,,,3.0
2013.0,hospitality,10868,,,3.0,,,
2013.0,computer science,10915,,,16.0,,,
2014.0,nursing,10382,,,16.0,,,
2011.0,computer science,11615,,,7.0,,,1.0
2014.0,linguistics,9935,,,20.0,,,
2013.0,psychology,10529,,8.0,19.0,,,
2016.0,oncology,7434,,,1.0,,,2.0
2013.0,behavioral sciences,10873,,,8.0,,,2.0
2013.0,psychology,10825,,,69.0,,,
2015.0,communication,9250,,,19.0,,,2.0
2010.0,computer science,11749,,11.0,18.0,,1.0,1.0
2015.0,psychology,9137,,,7.0,,,1.0
2016.0,communication,7764,,,2.0,,,1.0
2010.0,computer science,11725,,48.0,7.0,,,
2014.0,psychology,9837,,,3.0,,,
2015.0,communication,9487,,,2.0,,,1.0
2013.0,information science & library science,11027,,,57.0,,,6.0
2014.0,multidisciplinary sciences,10030,,,47.0,,,
2009.0,oncology,11803,,1.0,,,,
2014.0,cultural studies,9988,,,,,,
2009.0,business,11805,,,,,,
2015.0,communication,9470,,,18.0,,,1.0
2014.0,linguistics,9934,,,92.0,,,1.0
2013.0,mathematics,10949,,,,,,
2009.0,mathematics,11815,,,,,,
2010.0,computer science,11670,,,,,,
2014.0,computer science,9867,,,,,,
2010.0,computer science,11647,,,131.0,,,
2011.0,computer science,11519,,,,,,
2009.0,computer science,11886,,21.0,104.0,,,
2012.0,psychology,11348,,,35.0,,,
2013.0,psychology,10930,,,35.0,,,2.0
2015.0,psychology,8774,,,5.0,,,
2015.0,psychology,9387,,,5.0,,,
2014.0,computer science,9974,,,32.0,,,1.0
2015.0,business,9210,,,27.0,,,
2014.0,business,10460,,,2.0,,,
2012.0,chemistry,11286,,1.0,16.0,,,2.0
2010.0,education & educational research,11774,,,,,,
2016.0,rheumatology,7881,,,8.0,,,2.0
2015.0,multidisciplinary sciences,9264,,,,,,
2015.0,multidisciplinary sciences,8874,,,2.0,,,
2015.0,urology & nephrology,8671,,,9.0,,,2.0
2015.0,psychiatry,9398,,,9.0,,,2.0
2008.0,health care sciences & services,11890,4.0,12.0,40.0,,,2.0
2014.0,engineering,9849,,,47.0,,,
2014.0,physics,9859,,,47.0,,,
2016.0,multidisciplinary sciences,7393,,,47.0,,,
2015.0,computer science,8685,,,,,,
2015.0,computer science,8765,,,3.0,,,1.0
2012.0,ethics,11330,,,,,,
2011.0,physics,11554,,,71.0,,,1.0
2015.0,computer science,9388,,,26.0,,,1.0
2015.0,multidisciplinary sciences,9037,,,55.0,,,
2013.0,computer science,10914,,,,,,
2015.0,health care sciences & services,9200,,,43.0,,,
2015.0,"public, environmental & occupational health",8833,,,28.0,,,2.0
2015.0,medicine,8828,,,64.0,,,
2015.0,psychiatry,9364,,,9.0,,,2.0
2014.0,health care sciences & services,10483,,,1.0,,,2.0
2012.0,engineering,11422,,,24.0,,,3.0
2014.0,ethics,10283,,,5.0,,,
2014.0,computer science,9912,,,46.0,,,
2013.0,computer science,10538,,,7.0,,,1.0
2013.0,psychology,10596,,6.0,4.0,,,1.0
2013.0,business,10582,,,2.0,,,1.0
2015.0,engineering,9654,,,41.0,,,
2015.0,business,9631,,,3.0,,,1.0
2014.0,hospitality,10376,,,3.0,,,
2014.0,cardiac & cardiovascular systems,10451,,,8.0,,,2.0
2014.0,education,10158,,,8.0,,,
2015.0,computer science,9482,,,68.0,,,4.0
2016.0,computer science,7813,,,9.0,,,4.0
2014.0,economics,10313,,,24.0,,,3.0
2016.0,substance abuse,8063,,,61.0,,,2.0
2013.0,"public, environmental & occupational health",10812,,,1.0,,,2.0
2011.0,psychology,11520,,4.0,1.0,,,2.0
2013.0,computer science,10508,,,3.0,,,1.0
2016.0,communication,7339,,,2.0,,,1.0
2013.0,multidisciplinary sciences,10953,,,10.0,,,1.0
2014.0,multidisciplinary sciences,9801,,,10.0,,,
2012.0,computer science,11302,,18.0,52.0,,,4.0
2013.0,medicine,10900,,4.0,1.0,,,
2013.0,infectious diseases,10967,,55.0,1.0,,,
2014.0,"public, environmental & occupational health",10461,,55.0,1.0,,,
2014.0,computer science,10075,,,7.0,,,
2013.0,computer science,10955,,,14.0,,,1.0
2014.0,computer science,10504,,,7.0,,,
2011.0,education & educational research,11604,,2.0,16.0,,,
2010.0,communication,11796,,,9.0,,,
2014.0,health care sciences & services,10232,,,9.0,,,2.0
2013.0,"public, environmental & occupational health",10512,,,4.0,,,
2011.0,communication,11433,,,18.0,,,
2011.0,communication,11471,,,9.0,,,
2011.0,computer science,11475,,57.0,86.0,,,3.0
2014.0,social sciences,10310,,,,,,
2013.0,computer science,10690,,,86.0,,,
2013.0,computer science,10751,,,67.0,,,
2014.0,psychology,10337,,25.0,22.0,,,1.0
2012.0,business,11169,,,,,,
2010.0,computer science,11703,,40.0,31.0,,,
2011.0,architecture,11539,,,12.0,,,
2014.0,computer science,10111,,,7.0,,,1.0
2013.0,computer science,10522,,,7.0,,,
2013.0,computer science,10742,,,10.0,,,1.0
2012.0,health care sciences & services,11093,,15.0,1.0,,,
2015.0,computer science,9672,,,31.0,,,3.0
2014.0,computer science,10135,,43.0,31.0,,,3.0
2014.0,computer science,9806,,,31.0,,,3.0
2010.0,computer science,11801,,3.0,10.0,,,1.0
2014.0,psychology,9957,,,1.0,,,
2015.0,linguistics,8926,,,,,,
2012.0,education & educational research,11151,,,,,,
2014.0,nursing,10423,,,9.0,,,2.0
2012.0,veterinary sciences,11230,,,,,,
2012.0,computer science,11240,,,7.0,,,
2014.0,communication,9841,,,2.0,,,1.0
2011.0,psychology,11542,,5.0,5.0,,,
2013.0,emergency medicine,10827,,22.0,9.0,,,2.0
2015.0,psychology,9304,,,5.0,,,
2013.0,business,10970,,8.0,3.0,,,1.0
2014.0,communication,10161,,,33.0,,,1.0
2014.0,communication,10300,,,33.0,,,1.0
2014.0,communication,10162,,,33.0,,,1.0
2014.0,communication,10163,,,33.0,,,1.0
2015.0,computer science,9529,,,31.0,,,3.0
2015.0,computer science,9448,,,31.0,,,3.0
2010.0,computer science,11781,,39.0,102.0,,,
2008.0,computer science,11892,6.0,39.0,102.0,,,
2012.0,education & educational research,11299,,10.0,16.0,,,4.0
2012.0,communication,11110,,,,,,
2011.0,computer science,11500,,27.0,67.0,,8.0,3.0
2013.0,health policy & services,10680,,,8.0,,,
2010.0,information science & library science,11797,,38.0,99.0,,,
2012.0,mathematics,11381,,50.0,71.0,,9.0,1.0
2014.0,information science & library science,10360,,,3.0,,,
2013.0,computer science,10869,,14.0,26.0,,,
2014.0,mathematics,9838,,,4.0,,,1.0
2013.0,education & educational research,11040,,,168.0,,,
2013.0,information science & library science,10926,,3.0,2.0,,,27.0
2011.0,computer science,11579,,,31.0,,,
2014.0,otorhinolaryngology,10448,,,8.0,,,2.0
2013.0,otorhinolaryngology,10783,,1.0,8.0,,2.0,2.0
2014.0,geography,10415,,,,,,
2012.0,communication,11134,,2.0,5.0,,,1.0
2015.0,computer science,9110,,,7.0,,,1.0
2012.0,womens studies,11346,,,,,,
2014.0,computer science,10260,,,31.0,,,3.0
2015.0,computer science,9082,,,31.0,,,3.0
2014.0,communication,10215,,,2.0,,,1.0
2012.0,political science,11386,,11.0,2.0,,,1.0
2014.0,ethics,9866,,,,,,
2013.0,multidisciplinary sciences,10507,,1.0,8.0,,,2.0
2010.0,computer science,11662,,14.0,46.0,,,
2014.0,health care sciences & services,10486,,,1.0,,,2.0
2012.0,computer science,11268,,,7.0,,,1.0
2013.0,computer science,10557,,,,,,
2015.0,computer science,9072,,,,,,
2015.0,computer science,9119,,,,,,
2012.0,psychology,11221,,,127.0,,,
2011.0,biochemistry & molecular biology,11618,,1.0,8.0,,,
2011.0,computer science,11598,,,,,,
2011.0,computer science,11600,,8.0,49.0,,,
2011.0,computer science,11629,,,104.0,,,
2014.0,psychology,10204,,,42.0,,,
2013.0,psychology,10701,,,88.0,,,10.0
2012.0,hospitality,11149,,3.0,33.0,,,
2013.0,computer science,10712,,,10.0,,,1.0
2015.0,computer science,9503,,,7.0,,,
2013.0,genetics & heredity,10818,,,1.0,,,
2012.0,computer science,11304,,,46.0,,,
2010.0,communication,11784,,8.0,2.0,,1.0,1.0
2014.0,computer science,10142,,,,,,
2016.0,psychology,7968,,,60.0,,,
2014.0,sociology,10139,,,20.0,,,
2014.0,automation & control systems,10264,,,47.0,,,
2011.0,information science & library science,11441,,,,,,
2009.0,computer science,11810,,19.0,78.0,,,
2012.0,computer science,11390,,46.0,45.0,,,
2012.0,computer science,11278,,,,,,
2010.0,computer science,11712,,,,,,
2015.0,geography,9514,,,6.0,,,3.0
2015.0,psychology,9468,,,69.0,,,1.0
2014.0,communication,9922,,,2.0,,,
2013.0,engineering,10864,,,,,,
2014.0,psychology,10262,,,8.0,,,
2009.0,computer science,11827,,64.0,91.0,,,
2013.0,psychology,10744,,,,,,
2012.0,emergency medicine,11198,,,4.0,,,
2013.0,rheumatology,10622,,1.0,8.0,,,2.0
2016.0,computer science,8531,,,113.0,,,1.0
2014.0,computer science,10276,,,67.0,,,
2013.0,mathematics,10950,,,,,,
2011.0,mathematics,11525,,,,,,
2013.0,health care sciences & services,10959,,1.0,8.0,,,2.0
2014.0,medicine,10053,,,8.0,,,2.0
2014.0,pediatrics,10175,,,8.0,,,2.0
2014.0,gastroenterology & hepatology,10219,,,8.0,,,2.0
2012.0,education & educational research,11064,,1.0,8.0,,2.0,2.0
2014.0,computer science,9800,,,21.0,,,
2012.0,computer science,11127,,,7.0,,,
2014.0,business,9905,,,27.0,,,1.0
2013.0,psychology,10686,,,3.0,,,
2014.0,environmental studies,10194,,,6.0,,,3.0
2013.0,psychology,10595,,,19.0,,,
2012.0,communication,11379,,,20.0,,,1.0
2007.0,communication,11922,,8.0,19.0,,,
2012.0,mathematics,11089,,,,,,
2011.0,mathematics,11535,,,,,,
2012.0,engineering,11159,,6.0,76.0,,,
2014.0,business,10027,,,5.0,,,
2012.0,computer science,11393,,,,,,
2011.0,computer science,11587,,14.0,95.0,,,
2013.0,geography,10878,,,,,,
2014.0,geography,10098,,,6.0,,,3.0
2014.0,psychology,10164,,,19.0,,,1.0
2015.0,computer science,9173,,,10.0,,,
2011.0,substance abuse,11640,,1.0,8.0,,,2.0
2014.0,computer science,10141,,,,,,
2010.0,psychology,11713,,,40.0,,,
2012.0,computer science,11394,,45.0,23.0,,,
2013.0,computer science,11010,,,2.0,,,27.0
2011.0,communication,11569,,,,,,
2011.0,education & educational research,11550,,58.0,211.0,,,
2011.0,education & educational research,11608,,10.0,16.0,,,
2013.0,education & educational research,10693,,58.0,211.0,,,
2013.0,computer science,10642,,,75.0,,,3.0
2017.0,computer science,5555,,,21.0,,,
2013.0,womens studies,10607,,,33.0,,,
2012.0,computer science,11097,,,7.0,,,
2010.0,computer science,11724,,48.0,7.0,,,
2012.0,education & educational research,11334,,10.0,16.0,,,4.0
2015.0,computer science,9526,,,113.0,,,
2016.0,mathematics,8139,,,14.0,,,30.0
2015.0,computer science,9664,,,14.0,,,
2010.0,communication,11745,,,8.0,,,
2014.0,psychology,9830,,,5.0,,,
2014.0,computer science,10134,,,,,,
2014.0,linguistics,10327,,,18.0,,,1.0
2014.0,information science & library science,10137,,,23.0,,,1.0
2013.0,orthopedics,10568,,,182.0,,,
2010.0,orthopedics,11707,,,182.0,,,
2013.0,"public, environmental & occupational health",10707,,4.0,1.0,,,
2013.0,physics,10932,,,,,,
2014.0,infectious diseases,10021,,,17.0,,,2.0
2016.0,computer science,8464,,,,,,
2012.0,communication,11233,,,10.0,,,1.0
2012.0,health care sciences & services,11167,,,20.0,,,
2013.0,humanities,10780,,,,,,
2014.0,multidisciplinary sciences,9920,,,1.0,,,2.0
2016.0,computer science,8180,,,73.0,,,45.0
2011.0,computer science,11509,,6.0,76.0,,,
2012.0,information science & library science,11225,,,2.0,,,
2016.0,engineering,7073,,,24.0,,,3.0
2013.0,"public, environmental & occupational health",10698,,,1.0,,,2.0
2010.0,engineering,11760,,,,,,
2012.0,education,11343,,,40.0,,,
2012.0,education & educational research,11337,,,16.0,,,4.0
2014.0,business,10411,,10.0,3.0,,,1.0
2015.0,communication,9292,,,18.0,,,
2012.0,computer science,11404,,,,,,
2014.0,health care sciences & services,10231,,,1.0,,,2.0
2013.0,"public, environmental & occupational health",10616,,,130.0,,,12.0
2015.0,communication,8853,,,20.0,,,
2012.0,computer science,11239,,,,,,
2013.0,acoustics,10946,,,116.0,,,
2010.0,biotechnology & applied microbiology,11766,,5.0,53.0,,,
2014.0,communication,10397,,,2.0,,,1.0
2015.0,communication,8770,,,6.0,,,
2012.0,engineering,11205,,,,,,
2015.0,"public, environmental & occupational health",9165,,,1.0,,,
2015.0,communication,8771,,,34.0,,,
2014.0,computer science,10153,,,,,,
2013.0,mechanics,10958,,,71.0,,,1.0
2009.0,international relations,11887,,,58.0,,,
2012.0,computer science,11314,,,52.0,,,
2008.0,communication,11912,,5.0,20.0,,,
2012.0,computer science,11141,,,45.0,,,
2015.0,computer science,8967,,,10.0,,,1.0
2013.0,hospitality,10798,,,3.0,,,
2013.0,sociology,10591,,,,,,
2013.0,linguistics,10990,,37.0,18.0,,,
2014.0,linguistics,9907,,37.0,18.0,,,1.0
2014.0,telecommunications,10340,,,,,,
2013.0,computer science,10609,,,12.0,,,
2014.0,psychology,10320,,,39.0,,,1.0
2010.0,computer science,11786,,,,,,
2012.0,computer science,11338,,15.0,31.0,,,
2013.0,chemistry,11056,,31.0,34.0,,,1.0
2013.0,multidisciplinary sciences,10852,,,10.0,,,
2012.0,business,11077,,,11.0,,,
2014.0,business,10026,,,58.0,,,1.0
2014.0,business,10144,,,3.0,,,
2017.0,business,5741,,,3.0,,,
2013.0,computer science,10756,,,41.0,,,
2013.0,computer science,10884,,,104.0,,,
2014.0,computer science,10488,,,,,,
2013.0,health care sciences & services,10675,,,,,,
2011.0,computer science,11432,,46.0,45.0,,,
2013.0,computer science,11018,,,29.0,,,
2012.0,computer science,11287,,,3.0,,,
2014.0,communication,10210,,,10.0,,,1.0
2015.0,communication,9103,,,16.0,,,
2011.0,education & educational research,11497,,,102.0,,,
2015.0,communication,8642,,,33.0,,,1.0
2014.0,hospitality,9969,,,33.0,,,1.0
2014.0,multidisciplinary sciences,9917,,,91.0,,,3.0
2011.0,computer science,11482,,,14.0,,,
2015.0,computer science,9510,,,126.0,,,35.0
2014.0,computer science,10334,,,,,,
2015.0,communication,9340,,,33.0,,,1.0
2013.0,multidisciplinary sciences,10814,,,,,,
2015.0,computer science,9440,,,29.0,,,3.0
2015.0,computer science,9475,,,31.0,,,3.0
2013.0,behavioral sciences,10923,,,153.0,,,
2011.0,multidisciplinary sciences,11449,,,153.0,,,38.0
2015.0,psychology,8752,,,5.0,,,1.0
2014.0,communication,10083,,,,,,
2014.0,computer science,10459,,,85.0,,,
2013.0,computer science,10794,,,,,,
2007.0,chemistry,11921,4.0,,,,,
2014.0,computer science,10344,,,2.0,,,
2012.0,computer science,11336,,,,,,
2013.0,management,10682,,,4.0,,,1.0
2015.0,health care sciences & services,9403,,,1.0,,,2.0
2012.0,computer science,11133,,,7.0,,,
2013.0,computer science,10699,,,104.0,,,
2013.0,computer science,10661,,,7.0,,,
2012.0,computer science,11095,,,,,,
2013.0,dermatology,10670,,,,,,
2015.0,computer science,8654,,,110.0,,,
2014.0,computer science,9864,,,110.0,,,
2013.0,communication,10931,,,18.0,,,1.0
2012.0,computer science,11182,,,26.0,,,
2012.0,engineering,11276,,,72.0,,,
2014.0,computer science,9966,,,23.0,,,
2011.0,computer science,11439,,,75.0,,,
2011.0,engineering,11505,,,3.0,,,
2013.0,health care sciences & services,10671,,,,,,
2010.0,computer science,11709,,,73.0,,,
2015.0,communication,9293,,,19.0,,,1.0
2012.0,computer science,11126,,,41.0,,,
2010.0,computer science,11682,,,163.0,,,
2013.0,immunology,10681,,4.0,1.0,,,
2012.0,clinical neurology,11189,,1.0,8.0,,2.0,2.0
2012.0,clinical neurology,11354,,,,,,
2012.0,social work,11347,,,8.0,,,
2015.0,communication,9684,,,4.0,,,1.0
2014.0,psychology,10195,,,2.0,,,1.0
2014.0,communication,10371,,,44.0,,,1.0
2011.0,computer science,11461,,,76.0,,,
2012.0,computer science,11112,,,26.0,,,
2010.0,computer science,11769,,,26.0,,,
2012.0,chemistry,11285,,,180.0,,,2.0
2011.0,communication,11622,,44.0,49.0,,,
2013.0,psychology,10916,,,40.0,,,
2014.0,computer science,9890,,,,,,
2015.0,computer science,8609,,,14.0,,,1.0
2013.0,computer science,10572,,,10.0,,,3.0
2012.0,computer science,11399,,63.0,184.0,,,
2013.0,infectious diseases,10987,,,1.0,,,2.0
2011.0,health care sciences & services,11583,,3.0,1.0,,11.0,1.0
2013.0,communication,10957,,,,,,
2014.0,multidisciplinary sciences,10222,,,9.0,,,4.0
2012.0,clinical neurology,11209,,1.0,8.0,,2.0,2.0
2012.0,hospitality,11116,,,3.0,,,
2013.0,health care sciences & services,10578,,,1.0,,,2.0
2015.0,computer science,9798,,,77.0,,,
2012.0,area studies,11353,,,,,,
2015.0,communication,9542,,,19.0,,,1.0
2012.0,nursing,11193,,,,,,
2013.0,computer science,10600,,,,,,
2013.0,communication,10976,,,,,,
2013.0,communication,10977,,,,,,
2012.0,computer science,11229,,,32.0,,,3.0
2015.0,substance abuse,9084,,56.0,13.0,,,2.0
2012.0,computer science,11128,,,216.0,,,
2012.0,computer science,11131,,,216.0,,,
2014.0,communication,10121,,,34.0,,,3.0
2014.0,public administration,10277,,,23.0,,,
2013.0,social sciences,10551,,,,,,
2013.0,computer science,10518,,,14.0,,,
2016.0,education & educational research,8023,,,16.0,,,4.0
2013.0,physics,10706,,,55.0,,,
2012.0,education & educational research,11213,,,,,,
2014.0,oncology,10362,,,8.0,,,2.0
2014.0,"public, environmental & occupational health",10024,,,1.0,,,2.0
2015.0,management,9725,,,4.0,,,
2013.0,communication,10800,,,18.0,,,
2011.0,psychology,11555,,,2.0,,,1.0
2014.0,computer science,9897,,,26.0,,,
2012.0,cultural studies,11184,,,,,,
2015.0,computer science,9080,,,7.0,,,
2015.0,communication,8728,,,15.0,,,1.0
2011.0,communication,11621,,,53.0,,,
2015.0,business,8942,,,5.0,,,
2015.0,psychology,9321,,,5.0,,,
2014.0,ethics,9961,,,34.0,,,
2014.0,health care sciences & services,10330,,,40.0,,,
2012.0,communication,11406,,,34.0,,,3.0
2014.0,computer science,10172,,,6.0,,,
2015.0,computer science,8653,,,17.0,,,2.0
2015.0,computer science,9166,,,17.0,,,2.0
2015.0,computer science,8597,,,17.0,,,2.0
2015.0,cultural studies,9285,,,20.0,,,
2015.0,business,9148,,,7.0,,,1.0
2011.0,linguistics,11541,,,2.0,,,
2013.0,business,10739,,,,,,
2013.0,communication,10839,,,39.0,,,
2015.0,management,9474,,,,,,
2015.0,communication,9530,,,5.0,,,
2014.0,psychology,9937,,,16.0,,,
2014.0,communication,10239,,,19.0,,,
2008.0,linguistics,11916,,,53.0,,,
2012.0,education,11367,,,,,,
2015.0,environmental sciences,9665,,,6.0,,,3.0
2014.0,computer science,9951,,,,,,
2012.0,otorhinolaryngology,11385,,1.0,8.0,,2.0,2.0
2015.0,communication,9702,,,19.0,,,
2016.0,communication,7577,,,26.0,,,4.0
2012.0,statistics & probability,11147,,,3.0,,,
2013.0,hospitality,10867,,,33.0,,,33.0
2015.0,geography,9540,,,6.0,,,
2012.0,computer science,11332,,,,,,
2015.0,computer science,9553,,,7.0,,,34.0
2014.0,psychology,10149,,,,,,
2014.0,critical care medicine,9990,,,,,,
2014.0,immunology,9975,,,9.0,,,
2011.0,computer science,11628,,1.0,10.0,,2.0,4.0
2013.0,computer science,11004,,,3.0,,,4.0
2015.0,psychiatry,9096,,,50.0,,,2.0
2015.0,computer science,9078,,,7.0,,,1.0
2014.0,computer science,9868,,,7.0,,,
2015.0,emergency medicine,9263,,,9.0,,,2.0
2016.0,computer science,8438,,,9.0,,,4.0
2011.0,surgery,11452,,,9.0,,,2.0
2011.0,political science,11567,,,,,,
2013.0,computer science,10586,,,95.0,,,5.0
2018.0,economics,5112,,,,,,
2013.0,communication,10793,,,,,,
2014.0,hospitality,10499,,,6.0,,,
2012.0,linguistics,11150,,,18.0,,,29.0
2015.0,education & educational research,9232,,,16.0,,,
2015.0,multidisciplinary sciences,9504,,,9.0,,,
2014.0,medicine,10354,,,,,,
2014.0,psychology,9982,,,60.0,,,
2016.0,sociology,8184,,,20.0,,,
2012.0,computer science,11203,,5.0,78.0,,,
2013.0,communication,10836,,,2.0,,,
2014.0,education,10452,,,64.0,,,
2014.0,computer science,10016,,,16.0,,,
2014.0,business,10386,,,11.0,,,1.0
2015.0,communication,9513,,,1.0,,,2.0
2016.0,business,7550,,,3.0,,,1.0
2016.0,business,8009,,,3.0,,,
2011.0,business,11565,,,60.0,,,
2013.0,geography,10810,,,6.0,,,3.0
2011.0,computer science,11462,,,,,,
2013.0,communication,10749,,44.0,49.0,,,
2013.0,education & educational research,10679,,,164.0,,,
2015.0,medicine,8829,,,,,,
2015.0,medical informatics,9144,,,17.0,,,2.0
2014.0,construction & building technology,10151,,,6.0,,,
2011.0,business,11467,,,,,,
2015.0,criminology & penology,9666,,,,,,
2015.0,psychology,8969,,,26.0,,,4.0
2015.0,communication,9205,,,109.0,,,1.0
2014.0,sociology,10197,,,,,,
2010.0,multidisciplinary sciences,11642,,,6.0,,,3.0
2014.0,computer science,10118,,,59.0,,,2.0
2011.0,communication,11602,,,,,,
2011.0,mathematics,11474,,,,,,
2009.0,mathematics,11807,,,,,,
2015.0,public administration,8924,,,23.0,,,
2015.0,education & educational research,9496,,,16.0,,,
2014.0,communication,10238,,,5.0,,,1.0
